# ----------------------------------------
# Report CSV Export
# Account: Clientell
# Property: getclientell.com - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20240901
# End date: 20241130
Page path and screen class,Views,Active users,Engagement rate,Bounce rate,Average session duration,Views per session
/average-salary/average-salary-of-salesforce-admin,5,4,0.75,0.25,348.24214425,1.25
/resources/blogs/salesforce-data-loader-complete-guide,5,5,0.4,0.6,155.32179639999998,1
/resources/blogs/salesforce-implementation-playbook-everything-you-need-to-know,5,4,0.6666666666666666,0.3333333333333333,130.39843733333333,0.8333333333333334
/salesforce-consulting-partners/colorado,5,5,0.4,0.6,61.7449928,1
/average-salary/average-salary-of-salesforce-data-analyst,4,4,0.75,0.25,60.53995975,1
/best-practices/salesforce-best-practices-non-profits,4,2,1,0,145.452697,2
/resources/blogs/top-10-salesforce-consulting-partners,4,2,1,0,53.347232999999996,1.3333333333333333
/salesforce-agentforce/implementation-for-non-profit,4,2,0.5,0.5,23.60269275,1
/salesforce-audit-and-consulting/salesforce-consulting,4,2,0.5,0.5,6.407845,2
/salesforce-consulting-partners/california,4,3,1,0,51.630778,1.3333333333333333
/salesforce-implementation-checklist/revops-manager,4,2,1,0,148.336395,2
/average-salary/average-salary-of-salesforce-architect,3,2,1,0,13.9905385,1.5
/average-salary/average-salary-of-salesforce-developer,3,3,0.3333333333333333,0.6666666666666666,2.5114576666666664,1
/average-salary/average-salary-of-salesforce-integration-specialist,3,2,1,0,781.8672645,1.5
/average-salary/average-salary-of-salesforce-support-specialist,3,3,0.6666666666666666,0.3333333333333333,14.240255333333332,1
/best-practices,3,1,1,0,6.45348,3
/salesforce-consulting-partners/florida,3,2,1,0,89.960156,1.5
/salesforce-consulting-partners/sandiego,3,3,1,0,6.51237,1
/solutions/use-cases/Salesforce-administration,3,2,0.5,0.5,48.397631000000004,1.5
/aaverage-salary/average-salary-of-salesforce-marketing-cloud-specialist,2,2,1,0,48.615643,1
/average-salary/average-salary-of-salesforce-consultant,2,2,1,0,11.2213255,1
/average-salary/average-salary-of-salesforce-marketing-cloud-specialist,2,2,1,0,21.748515,1
/average-salary/average-salary-of-salesforce-product-manager,2,2,1,0,795.3449605,1
/average-salary/average-salary-of-salesforce-project-manager,2,2,0,1,3.7249425,1
/average-salary/average-salary-of-salesforce-quality-assurance-analyst,2,2,1,0,389.40645,1
/average-salary/average-salary-of-salesforce-solution-engineer,2,2,0.3333333333333333,0.6666666666666666,10.450600333333332,0.6666666666666666
/average-salary/average-salary-of-salesforce-trainer,2,2,1,0,326.9768455,1
/best-practices/salesforce-best-practices-financial-services,2,1,0,1,5.8607065,1
/resources/blogs/a-complete-guide-to-crm,2,2,1,0,20.4874635,1
/resources/blogs/clientell-ai-adds-robustness-to-forecasting-at-pixis,2,2,0.5,0.5,8.620112,1
/resources/blogs/how-to-become-a-salesforce-integration-specialist,2,1,0.3333333333333333,0.6666666666666666,302.166787,0.6666666666666666
/resources/blogs/how-to-become-a-salesforce-product-manager,2,2,0.3333333333333333,0.6666666666666666,13.290901666666668,0.6666666666666666
/resources/blogs/how-to-become-a-salesforce-quality-assurance-analyst,2,1,1,0,563.891759,2
/resources/blogs/how-to-become-a-salesforce-trainer,2,2,0.5,0.5,49.7987035,1
/resources/blogs/how-to-use-dataloader-for-salesforce-faqs,2,2,0.5,0.5,104.3118845,1
/resources/blogs/insights-for-data-driven-revops-strategies,2,2,0.5,0.5,67.472121,1
/resources/blogs/pixis-reduces-rev-ops-team-costs-by-27-with-clientell,2,2,0.5,0.5,8.272254,1
/resources/blogs/your-ultimate-guide-to-salesforce-flow-builder,2,2,0,1,2.423999,1
/salesforce-agentforce,2,2,0.5,0.5,16.6643945,1
/salesforce-consulting-partners/delaware,2,2,1,0,22.82859,1
/salesforce-consulting-partners/vermont,2,2,1,0,21.211835,1
/salesforce-implementation-checklist/ceo-and-founder,2,1,1,0,62.348142,2
/aaverage-salary/average-salary-of-salesforce-product-manager,1,1,1,0,67.609546,1
/api/auth/callback/google,1,1,0,1,1.31961,1
/best-practices/salesforce-best-practices-health-care,1,1,0,1,5.254879,1
/best-practices/salesforce-best-practices-professional-services,1,1,0,1,2.4319605,0.5
/best-practices/salesforce-best-practices-saas,1,1,0,1,0.001778,0.5
/jobs/new,1,1,1,0,32.60898,1
/jobs/salesforce-administrator-at-bpm-55a11be7-bd01-4608-a55b-f60218459393,1,1,1,0,37.401014,1
/jobs/salesforce-data-cloud-architect-at-national-association-of-broa-8dc737dd-a955-4e1c-bd8b-ef289b3c1832,1,1,1,0,6.057212,1
/jobs/salesforce-developer-at-genedx-00292420-3168-4493-8a2f-7da2775c09a4,1,1,1,0,30.509022,1
/jobs/salesforce-solutions-principal-at-bounteoussalesforce-solutions-43fab45d-d99e-4810-88d6-89e2d772424f,1,1,1,0,15.001555,1
/render2,1,1,0,1,1.444708,1
/resources/blogs/5-key-skills-for-every-salesperson,1,1,1,0,728.376685,1
/resources/blogs/align-sales-marketing-with-reliable-opportunity-data,1,1,1,0,29.528556,1
/resources/blogs/conducting-effective-forecast-calls-1,1,1,1,0,10.933588,1
/resources/blogs/how-to-be-a-salesforce-consultant,1,1,0,1,0,1
/resources/blogs/how-to-become-a-data-analyst,1,1,1,0,116.343513,1
/resources/blogs/how-to-become-a-salesforce-architect,1,1,0,1,0.000156,1
/resources/blogs/how-to-become-a-salesforce-business-analyst,1,1,0,1,0,1
/resources/blogs/how-to-become-a-salesforce-developer,1,1,0,1,0,1
/resources/blogs/implementing-sla-handoffs-using-slack-workflows,1,1,0,1,5.625301,1
/resources/blogs/is-ai-out-of-control-the-hidden-risks-of-salesforce-s-new-agentforce,1,1,1,0,26.996217,1
/resources/blogs/leverage-ai-based-tools-boost-conversion-rates,1,1,1,0,37.083539,1
/resources/blogs/marketing-and-salesforce-implementation,1,1,1,0,34.035356,1
/resources/blogs/maximizing-your-revenue-how-to-use-a-rev-rate-calculator-for-b2-b-businesses,1,1,1,0,20.875588,1
/resources/blogs/pixis-accelerates-pipeline-with-clientell,1,1,0,1,0,1
/resources/blogs/pixis-drives-trust-in-data,1,1,0,1,0.001059,1
/resources/blogs/prioritizing-the-right-deals-a-guide-on-deal-risk-metrics,1,1,1,0,384.448064,1
/resources/blogs/revolutionizing-sales-with-workflow-automation,1,1,0,1,0.00047,1
/resources/blogs/roi-in-salesforce-implementation,1,1,1,0,113.602407,1
/resources/blogs/salesforce-best-practices-ai-ml,1,1,1,0,5.783155,1
/resources/blogs/salesforce-consulting-partners-ultimate-guide,1,1,0,1,0,1
/resources/blogs/salesforce-flow-builder-best-practices-and-pitfalls,1,1,0,1,0.000195,1
/resources/blogs/scaling-with-revenue-intelligence-a-business-imperative,1,1,1,0,11.432507,1
/resources/blogs/unbxd-reduced-revenue-leakage-by-70,1,1,0,1,0,1
/resources/blogs/unbxd-running-efficient-forecast-calls,1,1,0,1,0.000316,1
/salesforce-agentforce/implementation-for-government-agencies,1,1,1,0,557.052368,1
/salesforce-certifications,1,1,1,0,76.782474,1
/salesforce-certifications/salesforce-admin,1,1,0.5,0.5,40.0604035,0.5
/solutions/use-cases/Salesforce-automation,1,1,1,0,91.102397,1
/solutions/use-cases/revenue-intelligence,1,1,1,0,258.080601,1
/solutions/use-cases/tracktable,1,1,1,0,28.705796,1
